일자,기온(°C),풍속(km/h),체감온도(°C)
1994-01-01,-6.7,7.2,-10.3
1994-01-02,0,6.1,-2.1
1994-01-03,0.5,18,-4.3
1994-01-04,-4.1,13.3,-9.1
1994-01-05,-1.7,8.3,-4.8
1994-01-06,-3.5,16.2,-9
1994-01-07,-5.9,7.2,-9.3
1994-01-08,-2.4,8.3,-5.7
1994-01-09,4.3,6.1,2.9
1994-01-10,3,4.3,2.1
1994-01-11,0.6,5.4,-1.1
1994-01-12,1,10.1,-2.1
1994-01-13,-2.5,11.9,-6.8
1994-01-14,-4.6,11.5,-9.2
1994-01-15,-4.3,7.2,-7.5
1994-01-16,-1,4.7,-2.6
1994-01-17,-4.4,18.7,-10.6
1994-01-18,-9.4,28.1,-18.5
1994-01-19,-12,9,-17.3
1994-01-20,-9.1,7.9,-13.4
1994-01-21,-9.4,7.2,-13.4
1994-01-22,-6,8.3,-9.9
1994-01-23,-8.6,27.7,-17.4
1994-01-24,-11.3,6.1,-15.1
1994-01-25,-2.4,7.9,-5.5
1994-01-26,-4.5,19.8,-10.9
1994-01-27,-8.1,14.4,-14.3
1994-01-28,-4.2,8.3,-7.8
1994-01-29,-5.2,10.1,-9.6
1994-01-30,-7.1,8.3,-11.2
1994-01-31,-1.3,4.7,-2.9
1994-02-01,-4.4,18,-10.4
1994-02-02,-7.2,14.4,-13.2
1994-02-03,-1.5,12.6,-5.8
1994-02-04,-2.7,8.3,-6
1994-02-05,0.1,5.4,-1.7
1994-02-06,2,15.1,-2
1994-02-07,-0.6,9.7,-3.9
1994-02-08,2.7,24.1,-2.3
1994-02-09,-7.5,28.1,-16
1994-02-10,-9.5,14.4,-16
1994-02-11,-6.1,7.2,-9.6
1994-02-12,-3,10.8,-7.1
1994-02-13,-5.7,10.1,-10.2
1994-02-14,-3.5,13.7,-8.4
1994-02-15,-0.1,4.3,-1.4
1994-02-16,-0.2,6.1,-2.3
1994-02-17,-2.6,6.1,-5.1
1994-02-18,-0.6,6.1,-2.8
1994-02-19,-0.4,7.2,-2.9
1994-02-20,0.3,6.1,-1.7
1994-02-21,-2.3,13.3,-6.9
1994-02-22,-3.2,9.7,-7
1994-02-23,-4.1,19.8,-10.4
1994-02-24,-4.7,5.4,-7.1
1994-02-25,0,11.9,-3.8
1994-02-26,-1.9,7.2,-4.7
1994-02-27,0.2,8.3,-2.6
1994-02-28,-3.8,15.5,-9.2
,,,
1994-03-01,-4.6,19.1,-10.9
1994-03-02,-2.6,6.5,-5.2
1994-03-03,-0.7,3.6,-1.6
1994-03-04,0.8,5.4,-0.9
1994-03-05,1.6,8.3,-0.9
1994-03-06,1.8,8.3,-0.7
1994-03-07,6.3,13.7,3.5
1994-03-08,1.2,22.7,-4.1
1994-03-09,-2.6,20.5,-8.6
1994-03-10,-5.1,9,-9.1
1994-03-11,-1.2,5.4,-3.1
1994-03-12,0.1,25.9,-5.9
1994-03-13,-2.3,10.8,-6.3
1994-03-14,-3,10.1,-6.9
1994-03-15,0.2,15.5,-4.3
1994-03-16,0.4,7.2,-2
1994-03-17,-0.4,11.5,-4.2
1994-03-18,-0.3,8.3,-3.2
1994-03-19,0.4,4.7,-1
1994-03-20,3.8,11.5,0.9
1994-03-21,3.1,13.3,-0.3
1994-03-22,4.4,20.9,0.2
1994-03-23,0.6,10.8,-2.8
1994-03-24,-0.4,20.5,-5.8
1994-03-25,-1.8,13.3,-6.3
1994-03-26,-0.8,8.3,-3.8
1994-03-27,0.7,7.2,-1.7
1994-03-28,4.7,13.7,1.6
1994-03-29,2.9,4.3,2
1994-03-30,1.4,3.6,0.7
1994-03-31,3.5,5.4,2.2
1994-04-01,7.2,6.1,6.2
1994-04-02,7.4,6.1,6.5
1994-04-03,7.7,9.7,5.9
1994-04-04,,,
1994-04-05,9.2,4.3,9.1
1994-04-06,,,
1994-04-07,,,
1994-04-08,9.2,19.8,6.4
1994-04-09,6,6.5,4.7
1994-04-10,5.9,4.7,5.2
1994-04-11,8.5,2.5,9.1
1994-04-12,8.7,14.4,6.4
1994-04-13,7.3,11.5,5.1
1994-04-14,6.8,12.6,4.3
1994-04-15,6.6,6.1,5.5
1994-04-16,9.2,4.7,8.9
1994-04-17,9.5,4.7,9.3
1994-04-18,,,
1994-04-19,,,
1994-04-20,,,
1994-04-21,,,
1994-04-22,,,
1994-04-23,,,
1994-04-24,9.6,6.1,9
1994-04-25,,,
1994-04-26,,,
1994-04-27,,,
1994-04-28,,,
1994-04-29,,,
1994-04-30,,,
1994-05-01,22,80,24.4
1994-05-02,26.6,49,26.6
1994-05-03,23.3,55,23.9
1994-05-04,13.2,61,14.4
1994-05-05,12.8,70,14.5
1994-05-06,19.2,44,19.1
1994-05-07,23.3,36,22.3
1994-05-08,23.1,20,20.4
1994-05-09,26.2,20,23.1
1994-05-10,22.8,62,23.9
1994-05-11,26.2,41,25.5
1994-05-12,26.6,37,25.5
1994-05-13,24.3,49,24.4
1994-05-14,18.3,88,21.2
1994-05-15,15.4,94,18.6
1994-05-16,18.8,65,20.1
1994-05-17,20.6,24,18.6
1994-05-18,19,57,19.8
1994-05-19,21,23,18.9
1994-05-20,26.2,20,23.1
1994-05-21,18.9,82,21.4
1994-05-22,24.3,51,24.5
1994-05-23,27.5,38,26.4
1994-05-24,24.6,57,25.3
1994-05-25,22.5,80,24.9
1994-05-26,25.2,66,26.7
1994-05-27,21.3,33,20.2
1994-05-28,22.5,55,23.1
1994-05-29,22,65,23.4
1994-05-30,24,35,22.8
1994-05-31,24.9,31,23.3
1994-06-01,26.6,39,25.7
1994-06-02,27,32,25.3
1994-06-03,26.2,44,25.8
1994-06-04,22.9,70,24.6
1994-06-05,28.3,45,27.9
1994-06-06,27.9,46,27.6
1994-06-07,27.2,58,28
1994-06-08,26.4,48,26.3
1994-06-09,25.8,58,26.6
1994-06-10,27.4,46,27.1
1994-06-11,28.5,34,27
1994-06-12,29,46,28.7
1994-06-13,30.4,29,28.1
1994-06-14,31.8,26,29
1994-06-15,31.4,40,30.4
1994-06-16,32.4,41,31.4
1994-06-17,34.4,35,32.6
1994-06-18,25.2,68,26.8
1994-06-19,25.9,40,25.1
1994-06-20,27.3,39,26.4
1994-06-21,27,47,26.8
1994-06-22,25.7,53,26.1
1994-06-23,21.1,76,23.2
1994-06-24,25.5,51,25.7
1994-06-25,23.8,92,27.1
1994-06-26,23.6,97,27.2
1994-06-27,28.8,53,29.1
1994-06-28,30,55,30.5
1994-06-29,27,71,28.8
1994-06-30,23.2,98,26.9
1994-07-01,23.2,96,26.7
1994-07-02,29.3,71,31.2
1994-07-03,27.8,82,30.5
1994-07-04,27.8,78,30.2
1994-07-05,25.4,92,28.8
1994-07-06,27,89,30.2
1994-07-07,25.2,98,29
1994-07-08,30.6,64,31.9
1994-07-09,31,65,32.4
1994-07-10,26.2,92,29.6
1994-07-11,30.7,66,32.2
1994-07-12,33.5,56,34.1
1994-07-13,34.1,53,34.4
1994-07-14,29.5,75,31.7
1994-07-15,32,63,33.2
1994-07-16,32.9,61,34
1994-07-17,33,63,34.2
1994-07-18,35.5,44,34.8
1994-07-19,33.7,57,34.4
1994-07-20,33.6,53,33.9
1994-07-21,33,75,35.3
1994-07-22,34.6,63,35.9
1994-07-23,36.9,52,37
1994-07-24,38.3,31,35.8
1994-07-25,36.3,43,35.4
1994-07-26,36.7,44,36
1994-07-27,35.6,47,35.2
1994-07-28,34.4,47,34.1
1994-07-29,33.9,58,34.6
1994-07-30,32.2,60,33.2
1994-07-31,31.8,67,33.4
1994-08-01,29.2,75,31.4
1994-08-02,31.4,72,33.4
1994-08-03,31.3,71,33.2
1994-08-04,32.2,60,33.2
1994-08-05,34.6,53,34.9
1994-08-06,35.2,49,35.1
1994-08-07,32.2,62,33.3
1994-08-08,33,57,33.7
1994-08-09,36.4,40,35.2
1994-08-10,29,72,31
1994-08-11,31.7,66,33.2
1994-08-12,34.7,51,34.7
1994-08-13,35.5,47,35.1
1994-08-14,34.3,53,34.6
1994-08-15,33.1,62,34.2
1994-08-16,32.4,67,34
1994-08-17,28,78,30.4
1994-08-18,28.5,69,30.2
1994-08-19,31.6,41,30.7
1994-08-20,31,47,30.7
1994-08-21,30.8,40,29.8
1994-08-22,30.8,38,29.6
1994-08-23,31.2,49,31.1
1994-08-24,31.1,44,30.5
1994-08-25,25.9,94,29.4
1994-08-26,30.7,57,31.4
1994-08-27,29.5,67,31.1
1994-08-28,24.7,95,28.2
1994-08-29,25.3,95,28.9
1994-08-30,27.7,78,30.1
1994-08-31,30.3,67,31.8
1994-09-01,30.8,56,31.4
1994-09-02,26.8,72,28.7
1994-09-03,29.3,70,31.1
1994-09-04,31.5,55,32
1994-09-05,26.7,66,28.1
1994-09-06,28.2,40,27.3
1994-09-07,29.3,38,28.2
1994-09-08,27,61,28.1
1994-09-09,24.7,81,27.2
1994-09-10,22.9,80,25.3
1994-09-11,23,44,22.7
1994-09-12,24.7,36,23.6
1994-09-13,24,36,22.9
1994-09-14,26,40,25.2
1994-09-15,26.3,40,25.5
1994-09-16,26.4,42,25.8
1994-09-17,23,59,23.9
1994-09-18,22.6,67,24.1
1994-09-19,26.4,48,26.3
1994-09-20,23.1,72,24.9
1994-09-21,24.4,32,22.9
1994-09-22,21.7,68,23.3
1994-09-23,22,40,21.4
1994-09-24,22.2,42,21.8
1994-09-25,22.3,47,22.3
1994-09-26,21.8,59,22.7
1994-09-27,23.8,38,23
1994-09-28,25.1,39,24.3
1994-09-29,24.2,40,23.5
1994-09-30,22.3,43,21.9
1994-10-01,,,
1994-10-02,,,
1994-10-03,,,
1994-10-04,,,
1994-10-05,,,
1994-10-06,,,
1994-10-07,,,
1994-10-08,,,
1994-10-09,,,
1994-10-10,,,
1994-10-11,,,
1994-10-12,,,
1994-10-13,,,
1994-10-14,,,
1994-10-15,,,
1994-10-16,,,
1994-10-17,,,
1994-10-18,,,
1994-10-19,,,
1994-10-20,,,
1994-10-21,7.5,9,5.8
1994-10-22,7.5,7.2,6.3
1994-10-23,5.8,4.3,5.3
1994-10-24,,,
1994-10-25,7.9,4.3,7.6
1994-10-26,8.1,4.3,7.9
1994-10-27,8.7,3.6,8.8
1994-10-28,9.8,13.3,7.9
1994-10-29,6.7,6.1,5.6
1994-10-30,4.9,5.4,3.8
1994-10-31,3.4,3.6,2.9
1994-11-01,5.9,4.7,5.2
1994-11-02,8.4,2.5,9
1994-11-03,7.7,4.3,7.4
1994-11-04,3.4,4.7,2.4
1994-11-05,6.9,4.3,6.5
1994-11-06,8.7,8.3,7.4
1994-11-07,5.2,9.7,3
1994-11-08,3.8,4.3,3
1994-11-09,6.4,4.7,5.8
1994-11-10,,,
1994-11-11,7.5,6.1,6.6
1994-11-12,8.3,8.3,6.9
1994-11-13,4.4,9.7,2
1994-11-14,8.1,17.3,5.3
1994-11-15,7.1,18,3.9
1994-11-16,7.7,10.1,5.9
1994-11-17,9.9,7.2,9.1
1994-11-18,,,
1994-11-19,8.3,8.3,6.9
1994-11-20,5.7,11.9,3.1
1994-11-21,2.7,2.5,2.9
1994-11-22,4,10.8,1.3
1994-11-23,3.1,4.7,2.1
1994-11-24,6.9,8.3,5.3
1994-11-25,2.6,8.3,0.2
1994-11-26,1.5,7.2,-0.7
1994-11-27,-1,6.5,-3.4
1994-11-28,5.5,9.7,3.3
1994-11-29,3.2,5.4,1.9
1994-11-30,1.3,6.5,-0.7
1994-12-01,7.9,9.7,6.2
1994-12-02,-6.1,13.3,-11.5
1994-12-03,-7.4,13.7,-13.2
1994-12-04,-6.3,4.7,-8.6
1994-12-05,-2.4,9.7,-6.1
1994-12-06,-1.9,8.3,-5.1
1994-12-07,4.8,7.2,3.1
1994-12-08,1.5,6.5,-0.5
1994-12-09,4.2,11.9,1.3
1994-12-10,0.2,4.7,-1.2
1994-12-11,5.9,7.2,4.4
1994-12-12,-0.9,15.5,-5.6
1994-12-13,-2.9,15.5,-8.1
1994-12-14,-5.2,10.8,-9.8
1994-12-15,-8.8,21.6,-16.6
1994-12-16,-10.9,7.2,-15.2
1994-12-17,-8.6,4.7,-11.2
1994-12-18,-6.8,8.3,-10.8
1994-12-19,-8.3,6.5,-11.8
1994-12-20,-5.2,6.5,-8.2
1994-12-21,-1.4,4.7,-3
1994-12-22,-0.2,6.1,-2.3
1994-12-23,3,6.1,1.4
1994-12-24,5,13.3,2
1994-12-25,2.1,10.1,-0.8
1994-12-26,2.2,17.3,-2.1
1994-12-27,0.2,10.8,-3.3
1994-12-28,-0.9,14.4,-5.4
1994-12-29,-3.8,7.2,-6.9
1994-12-30,-1.5,6.5,-4
1994-12-31,-2.6,19.1,-8.4
1995-01-01,-5.6,9.7,-9.9
1995-01-02,-5.4,5.4,-7.9
1995-01-03,0.2,4.7,-1.2
1995-01-04,-3.1,11.9,-7.5
1995-01-05,-3.8,14.4,-9
1995-01-06,-6.3,11.9,-11.4
1995-01-07,-1.4,6.1,-3.7
1995-01-08,4.5,7.9,2.6
1995-01-09,-5.2,16.9,-11.2
1995-01-10,-7,13.3,-12.6
1995-01-11,-8.2,7.9,-12.3
1995-01-12,-7.7,4.7,-10.1
1995-01-13,-6.8,21.6,-14.1
1995-01-14,-9.1,14.4,-15.5
1995-01-15,-7.4,6.5,-10.8
1995-01-16,-3.2,7.9,-6.5
1995-01-17,-4,6.1,-6.7
1995-01-18,-5.7,18.7,-12.2
1995-01-19,-6.4,11.5,-11.4
1995-01-20,-4,6.1,-6.7
1995-01-21,-1.7,6.1,-4
1995-01-22,2.2,14.4,-1.6
1995-01-23,-2.8,8.3,-6.1
1995-01-24,-4.9,7.2,-8.2
1995-01-25,-5.2,7.2,-8.5
1995-01-26,-6.8,13.7,-12.5
1995-01-27,-7.9,8.3,-12.1
1995-01-28,-8.8,14.4,-15.1
1995-01-29,-9,15.5,-15.6
1995-01-30,-11,10.8,-16.7
1995-01-31,-7.4,9.7,-12.1
1995-02-01,-6.2,8.3,-10.1
1995-02-02,-7.1,5.4,-9.9
1995-02-03,-5,6.1,-7.8
1995-02-04,-4.6,11.9,-9.3
1995-02-05,-6,10.1,-10.5
1995-02-06,-5.8,6.1,-8.7
1995-02-07,-3.4,4.7,-5.3
1995-02-08,-0.7,8.3,-3.7
1995-02-09,1.8,8.3,-0.7
1995-02-10,-0.5,6.1,-2.6
1995-02-11,-0.5,6.1,-2.6
1995-02-12,1,3.6,0.3
1995-02-13,-1.8,11.9,-6
1995-02-14,-3.2,7.2,-6.2
1995-02-15,-1.6,11.9,-5.7
1995-02-16,-3.8,8.3,-7.3
1995-02-17,-4.1,6.1,-6.8
1995-02-18,-2.4,4.7,-4.2
1995-02-19,-0.6,2.9,-1
1995-02-20,-0.6,9.7,-3.9
1995-02-21,-2.1,7.2,-4.9
1995-02-22,-2.8,4.7,-4.6
1995-02-23,-1.3,4.3,-2.7
1995-02-24,-1.4,3.6,-2.4
1995-02-25,1.9,7.9,-0.5
1995-02-26,-0.2,22.7,-5.9
1995-02-27,-2.1,6.5,-4.6
1995-02-28,0.6,15.5,-3.8
,,,
1995-03-01,-0.6,12.6,-4.7
1995-03-02,-1.2,6.5,-3.6
1995-03-03,-0.9,13.3,-5.2
1995-03-04,-0.2,10.8,-3.8
1995-03-05,-2,4.3,-3.5
1995-03-06,4.6,7.2,2.9
1995-03-07,5.7,10.8,3.3
1995-03-08,2.9,4.7,1.8
1995-03-09,7.1,11.9,4.8
1995-03-10,1.6,20.5,-3.3
1995-03-11,3.2,8.3,0.9
1995-03-12,1.5,4.7,0.2
1995-03-13,2,3.6,1.4
1995-03-14,2.2,4.7,1
1995-03-15,2.6,4.3,1.7
1995-03-16,4.3,14.4,1
1995-03-17,-3.4,16.9,-9
1995-03-18,-2,5.4,-4.1
1995-03-19,0.1,6.1,-1.9
1995-03-20,6,9.7,3.9
1995-03-21,9.5,10.8,7.9
1995-03-22,7.9,7.9,6.6
1995-03-23,7.1,9.7,5.2
1995-03-24,5.3,11.5,2.7
1995-03-25,3,6.1,1.4
1995-03-26,0.9,11.9,-2.7
1995-03-27,4.7,7.2,3
1995-03-28,2.2,5.4,0.7
1995-03-29,5.3,11.9,2.6
1995-03-30,4.7,3.6,4.4
1995-03-31,3.9,18,-0.1
1995-04-01,3.1,14.4,-0.5
1995-04-02,0.4,18,-4.4
1995-04-03,1.2,7.2,-1.1
1995-04-04,2.1,5.4,0.6
1995-04-05,5.4,6.5,4
1995-04-06,5.6,13.3,2.8
1995-04-07,5.7,9,3.7
1995-04-08,,,
1995-04-09,5.9,10.1,3.7
1995-04-10,3.9,6.5,2.3
1995-04-11,4.1,11.9,1.2
1995-04-12,3.8,10.8,1
1995-04-13,5.8,6.1,4.6
1995-04-14,,,
1995-04-15,,,
1995-04-16,9.6,10.8,8
1995-04-17,9.9,6.1,9.3
1995-04-18,9.1,12.6,7.1
1995-04-19,6,18,2.6
1995-04-20,7.9,13.7,5.5
1995-04-21,8.1,7.2,7
1995-04-22,,,
1995-04-23,8.5,11.5,6.6
1995-04-24,7.1,6.5,6
1995-04-25,9.1,11.9,7.2
1995-04-26,8,11.9,5.9
1995-04-27,9.7,8.3,8.6
1995-04-28,9.1,5.4,8.6
1995-04-29,,,
1995-04-30,,,
1995-05-01,25.6,25,23.2
1995-05-02,22,40,21.4
1995-05-03,16.8,31,15.9
1995-05-04,17.2,23,15.6
1995-05-05,17.8,42,17.6
1995-05-06,21.4,50,21.7
1995-05-07,21.9,45,21.7
1995-05-08,24.1,43,23.7
1995-05-09,24.6,42,24.1
1995-05-10,20.1,70,21.8
1995-05-11,18,23,16.3
1995-05-12,23.8,13,20.1
1995-05-13,16.9,38,16.5
1995-05-14,12.7,78,14.9
1995-05-15,20.3,50,20.6
1995-05-16,25.2,21,22.4
1995-05-17,24.8,27,22.8
1995-05-18,28.5,19,25
1995-05-19,26.2,36,25
1995-05-20,17.9,96,21.2
1995-05-21,16.3,91,19.3
1995-05-22,21.9,28,20.2
1995-05-23,25.3,18,22.1
1995-05-24,19.7,61,20.8
1995-05-25,19.3,88,22.2
1995-05-26,22.3,26,20.4
1995-05-27,23.2,23,20.9
1995-05-28,20.6,47,20.7
1995-05-29,22,49,22.2
1995-05-30,21,48,21.1
1995-05-31,22.5,35,21.5
1995-06-01,28,25,25.4
1995-06-02,19.5,58,20.4
1995-06-03,18,73,19.9
1995-06-04,21.4,48,21.5
1995-06-05,22.8,63,24
1995-06-06,26.7,32,25.1
1995-06-07,26.6,43,26.1
1995-06-08,27.6,51,27.8
1995-06-09,28.3,45,27.9
1995-06-10,28,53,28.4
1995-06-11,28,37,26.8
1995-06-12,26.8,41,26.1
1995-06-13,29.1,43,28.5
1995-06-14,26.8,34,25.3
1995-06-15,27.2,41,26.5
1995-06-16,28.2,41,27.4
1995-06-17,28.7,54,29.1
1995-06-18,20.5,91,23.6
1995-06-19,23,68,24.6
1995-06-20,27.3,52,27.6
1995-06-21,29.5,46,29.2
1995-06-22,24.8,56,25.4
1995-06-23,25.5,63,26.7
1995-06-24,27.2,56,27.8
1995-06-25,24.8,72,26.7
1995-06-26,24.8,66,26.2
1995-06-27,25.5,50,25.6
1995-06-28,27.2,41,26.5
1995-06-29,28.3,46,28
1995-06-30,24.2,68,25.8
1995-07-01,25.2,78,27.5
1995-07-02,24.8,66,26.2
1995-07-03,26.3,56,26.9
1995-07-04,26.8,53,27.1
1995-07-05,28.2,37,27
1995-07-06,26.8,54,27.3
1995-07-07,31,37,29.7
1995-07-08,24.4,93,27.8
1995-07-09,23.7,94,27.1
1995-07-10,23.6,96,27.1
1995-07-11,25.7,95,29.3
1995-07-12,26.8,88,29.9
1995-07-13,24.9,93,28.3
1995-07-14,26,91,29.3
1995-07-15,27,84,29.8
1995-07-16,26.4,78,28.8
1995-07-17,28.5,51,28.7
1995-07-18,26.8,59,27.7
1995-07-19,22.6,91,25.8
1995-07-20,21.3,89,24.3
1995-07-21,27.1,60,28.1
1995-07-22,29.4,69,31.1
1995-07-23,32.6,55,33.1
1995-07-24,29.2,59,30.1
1995-07-25,30.1,70,31.9
1995-07-26,32,46,31.6
1995-07-27,30.6,58,31.4
1995-07-28,31.2,54,31.6
1995-07-29,30.2,50,30.2
1995-07-30,31,54,31.4
1995-07-31,30.8,56,31.4
1995-08-01,29.8,73,31.8
1995-08-02,28.8,77,31.1
1995-08-03,29.6,61,30.6
1995-08-04,30.6,62,31.7
1995-08-05,27.6,87,30.6
1995-08-06,31.8,56,32.4
1995-08-07,29.2,78,31.6
1995-08-08,27.5,90,30.8
1995-08-09,28.2,71,30.1
1995-08-10,29.7,63,30.9
1995-08-11,30.6,58,31.4
1995-08-12,29.4,68,31
1995-08-13,29.8,79,32.3
1995-08-14,33,64,34.3
1995-08-15,33.6,53,33.9
1995-08-16,31.9,61,33
1995-08-17,31.6,53,31.9
1995-08-18,30,73,32.1
1995-08-19,27.1,88,30.2
1995-08-20,27.8,76,30
1995-08-21,29.4,56,30
1995-08-22,29.1,65,30.5
1995-08-23,25,95,28.5
1995-08-24,25.3,95,28.9
1995-08-25,23.8,96,27.3
1995-08-26,22.2,96,25.7
1995-08-27,27,70,28.7
1995-08-28,28.8,49,28.8
1995-08-29,28.2,57,28.9
1995-08-30,24.4,83,27.1
1995-08-31,29.9,51,30
1995-09-01,28.3,56,28.9
1995-09-02,27,85,29.9
1995-09-03,24.5,73,26.5
1995-09-04,27.1,35,25.8
1995-09-05,24.9,50,25
1995-09-06,20.4,86,23.2
1995-09-07,21.3,73,23.2
1995-09-08,27,42,26.4
1995-09-09,20,81,22.5
1995-09-10,22.2,76,24.3
1995-09-11,23.2,29,21.5
1995-09-12,25.2,33,23.8
1995-09-13,24.7,48,24.7
1995-09-14,24,56,24.6
1995-09-15,24.4,48,24.4
1995-09-16,25.7,36,24.5
1995-09-17,23.8,37,22.8
1995-09-18,23.5,39,22.8
1995-09-19,22.8,43,22.5
1995-09-20,24.9,27,22.8
1995-09-21,24.2,33,22.8
1995-09-22,25.8,35,24.5
1995-09-23,24.3,55,24.9
1995-09-24,24.7,56,25.3
1995-09-25,21.5,39,20.9
1995-09-26,20.6,60,21.6
1995-09-27,18.5,53,19.1
1995-09-28,21.7,40,21.1
1995-09-29,22.8,51,23.1
1995-09-30,25.9,29,24
1995-10-01,,,
1995-10-02,,,
1995-10-03,,,
1995-10-04,,,
1995-10-05,8.5,6.5,7.6
1995-10-06,7.4,7.2,6.1
1995-10-07,8,5.4,7.4
1995-10-08,,,
1995-10-09,,,
1995-10-10,,,
1995-10-11,,,
1995-10-12,,,
1995-10-13,,,
1995-10-14,,,
1995-10-15,,,
1995-10-16,,,
1995-10-17,9.9,3.6,10.1
1995-10-18,,,
1995-10-19,,,
1995-10-20,,,
1995-10-21,,,
1995-10-22,9.7,4.7,9.5
1995-10-23,,,
1995-10-24,,,
1995-10-25,7.9,5.4,7.2
1995-10-26,,,
1995-10-27,9.6,4.7,9.4
1995-10-28,,,
1995-10-29,10,3.6,10.2
1995-10-30,9.5,20.5,6.7
1995-10-31,4.4,14.4,1.1
1995-11-01,1.3,12.6,-2.4
1995-11-02,0.6,7.2,-1.8
1995-11-03,5.1,4.7,4.3
1995-11-04,5.2,5.4,4.2
1995-11-05,5.2,4.7,4.4
1995-11-06,7.5,4.7,7
1995-11-07,0.1,16.9,-4.6
1995-11-08,-0.8,13.3,-5.1
1995-11-09,-1.8,8.3,-5
1995-11-10,4.4,9.7,2
1995-11-11,1.3,3.6,0.6
1995-11-12,7.7,4.3,7.4
1995-11-13,,,
1995-11-14,2.2,13.3,-1.4
1995-11-15,1.5,10.8,-1.7
1995-11-16,0.8,5.4,-0.9
1995-11-17,9.2,7.2,8.2
1995-11-18,6.7,5.4,5.9
1995-11-19,3.8,11.5,0.9
1995-11-20,0,11.9,-3.8
1995-11-21,-1.7,6.1,-4
1995-11-22,3.9,6.5,2.3
1995-11-23,-1.4,11.9,-5.5
1995-11-24,-3.5,6.1,-6.1
1995-11-25,-1,3.6,-1.9
1995-11-26,1,14.4,-3.1
1995-11-27,-1.1,11.9,-5.1
1995-11-28,-1.8,4.7,-3.5
1995-11-29,0,5.4,-1.8
1995-11-30,0.1,4.7,-1.3
1995-12-01,-0.3,16.2,-5
1995-12-02,-1.9,6.1,-4.3
1995-12-03,-0.7,10.8,-4.4
1995-12-04,-2.8,6.5,-5.5
1995-12-05,-5.3,13.3,-10.6
1995-12-06,-5.2,9.7,-9.4
1995-12-07,-5.4,6.5,-8.5
1995-12-08,-5,13.3,-10.2
1995-12-09,-4.8,7.2,-8.1
1995-12-10,-3.9,6.5,-6.7
1995-12-11,1.4,6.5,-0.6
1995-12-12,0,6.5,-2.2
1995-12-13,0,6.5,-2.2
1995-12-14,1.9,8.3,-0.6
1995-12-15,-1.2,11.9,-5.2
1995-12-16,-3.7,4.7,-5.6
1995-12-17,-4.2,8.3,-7.8
1995-12-18,-5.2,4.7,-7.3
1995-12-19,-3.2,4.7,-5.1
1995-12-20,0,9.7,-3.2
1995-12-21,-3.4,4.7,-5.3
1995-12-22,-4.6,6.1,-7.4
1995-12-23,-1.7,6.1,-4
1995-12-24,-7.5,15.5,-13.8
1995-12-25,-8.7,11.9,-14.3
1995-12-26,-8.5,9.7,-13.4
1995-12-27,-7.6,7.9,-11.6
1995-12-28,-3.9,9.7,-7.9
1995-12-29,-8.2,14.4,-14.4
1995-12-30,-10.2,11.9,-16.1
1995-12-31,-5.6,7.9,-9.3
1996-01-01,-7.2,12.6,-12.7
1996-01-02,-3.7,4.7,-5.6
1996-01-03,-7.9,13.7,-13.8
1996-01-04,-10.6,4.3,-13.1
1996-01-05,-2,9.7,-5.6
1996-01-06,2.3,5.4,0.9
1996-01-07,2,14.4,-1.8
1996-01-08,-7.7,22.7,-15.4
1996-01-09,-9.7,16.2,-16.7
1996-01-10,-5.9,9.7,-10.3
1996-01-11,-7.5,4.7,-9.9
1996-01-12,-6,5.4,-8.6
1996-01-13,0.1,10.8,-3.4
1996-01-14,3.2,11.9,0.1
1996-01-15,0.6,13.3,-3.3
1996-01-16,-5.6,18,-11.9
1996-01-17,-8.1,10.8,-13.3
1996-01-18,-6.5,9.7,-11
1996-01-19,-5.3,5.4,-7.8
1996-01-20,-3.4,4.7,-5.3
1996-01-21,-0.8,10.1,-4.3
1996-01-22,-3.8,4.3,-5.5
1996-01-23,-4.9,10.8,-9.4
1996-01-24,-7.2,9.7,-11.8
1996-01-25,-7.9,11.9,-13.3
1996-01-26,-9.4,9,-14.2
1996-01-27,-5.2,6.5,-8.2
1996-01-28,-1.5,7.2,-4.2
1996-01-29,-4.9,17.3,-10.9
1996-01-30,-9.1,12.6,-15
1996-01-31,-9.1,9.7,-14.1
1996-02-01,-10.5,18.7,-18.2
1996-02-02,-13.5,11.9,-20.1
1996-02-03,-10.4,4.7,-13.2
1996-02-04,-3.7,4.3,-5.4
1996-02-05,-7.8,24.5,-15.9
1996-02-06,-10.3,11.9,-16.2
1996-02-07,-8.5,5.4,-11.5
1996-02-08,-6.8,10.8,-11.7
1996-02-09,-8.1,13.3,-14
1996-02-10,-7.6,12.6,-13.2
1996-02-11,-4.5,6.1,-7.2
1996-02-12,5.7,13.7,2.8
1996-02-13,5.1,3.6,4.8
1996-02-14,2.9,15.5,-0.9
1996-02-15,-4,8.3,-7.5
1996-02-16,-6.5,11.5,-11.5
1996-02-17,-6.1,11.9,-11.2
1996-02-18,-4.3,13.3,-9.3
1996-02-19,-6.9,7.9,-10.8
1996-02-20,-6,12.6,-11.2
1996-02-21,-7.2,10.1,-11.9
1996-02-22,-6.6,3.6,-8.2
1996-02-23,-3.4,2.9,-4.1
1996-02-24,-4.1,7.2,-7.3
1996-02-25,-1,5.4,-2.9
1996-02-26,-2.3,19.8,-8.1
1996-02-27,-4.6,15.5,-10.2
1996-02-28,-5.3,8.3,-9.1
